symbol,date,type,value,adjust_factor
600012.SH,2013-06-24,dividend,0.2,1.0
600012.SH,2014-07-11,dividend,0.22000000000000003,1.0
600012.SH,2015-07-20,dividend,0.22999999999999998,1.0
600012.SH,2016-07-19,dividend,0.22999999999999998,1.0
600012.SH,2017-07-18,dividend,0.22999999999999998,1.0
600012.SH,2018-07-17,dividend,0.22999999999999998,1.0
600012.SH,2019-07-16,dividend,0.25,1.0
600012.SH,2020-07-22,dividend,0.22999999999999998,1.0
600012.SH,2021-07-21,dividend,0.22999999999999998,1.0
600012.SH,2022-07-20,dividend,0.55,1.0
600012.SH,2023-07-19,dividend,0.55,1.0
600012.SH,2024-07-12,dividend,0.601,1.0
600012.SH,2025-07-30,dividend,0.604,1.0
600015.SH,2003-11-04,dividend,0.223,1.0
600015.SH,2003-11-04,dividend,0.13,1.0
600015.SH,2004-05-21,dividend,0.01,1.0
600015.SH,2004-05-21,split,0.2,0.8333333333333334
600015.SH,2005-06-02,dividend,0.1,1.0
600015.SH,2006-03-31,dividend,0.11000000000000001,1.0
600015.SH,2007-04-17,dividend,0.11000000000000001,1.0
600015.SH,2008-05-06,dividend,0.11000000000000001,1.0
600015.SH,2009-06-16,dividend,0.13,1.0
600015.SH,2010-05-20,dividend,0.13,1.0
600015.SH,2011-04-21,dividend,0.2,1.0
600015.SH,2012-05-18,dividend,0.25,1.0
600015.SH,2013-07-24,dividend,0.47000000000000003,1.0
600015.SH,2013-07-24,split,0.3,0.7692307692307692
600015.SH,2014-07-10,dividend,0.43499999999999994,1.0
600015.SH,2015-07-08,dividend,0.43499999999999994,1.0
600015.SH,2015-07-08,split,0.2,0.8333333333333334
600015.SH,2016-07-08,dividend,0.363,1.0
600015.SH,2017-06-29,dividend,0.181,1.0
600015.SH,2017-06-29,split,0.2,0.8333333333333334
600015.SH,2018-06-29,dividend,0.151,1.0
600015.SH,2019-07-11,dividend,0.174,1.0
600015.SH,2020-06-19,dividend,0.24900000000000003,1.0
600015.SH,2021-07-09,dividend,0.301,1.0
600015.SH,2022-06-08,dividend,0.33799999999999997,1.0
600015.SH,2023-06-21,dividend,0.383,1.0
600015.SH,2024-06-21,dividend,0.384,1.0
600015.SH,2025-01-22,dividend,0.1,1.0
600015.SH,2025-06-26,dividend,0.305,1.0
600015.SH,2026-01-23,dividend,0.1,1.0
600016.SH,2001-05-31,dividend,0.2,1.0
600016.SH,2001-05-31,split,0.3,0.7692307692307692
600016.SH,2002-06-19,dividend,0.06999999999999999,1.0
600016.SH,2002-06-19,split,0.15,0.8695652173913044
600016.SH,2003-04-14,dividend,0.06,1.0
600016.SH,2003-04-14,split,0.3,0.7692307692307692
600016.SH,2004-04-19,dividend,0.12,1.0
600016.SH,2004-04-19,split,0.35,0.7407407407407407
600016.SH,2005-04-18,dividend,0.06999999999999999,1.0
600016.SH,2005-04-18,split,0.2,0.8333333333333334
600016.SH,2006-04-17,dividend,0.05,1.0
600016.SH,2006-04-17,split,0.4,0.7142857142857143
600016.SH,2007-06-11,split,0.19,0.8403361344537815
600016.SH,2008-04-07,dividend,0.05,1.0
600016.SH,2008-04-07,split,0.3,0.7692307692307692
600016.SH,2009-05-26,dividend,0.08,1.0
600016.SH,2010-07-15,dividend,0.05,1.0
600016.SH,2010-07-15,split,0.2,0.8333333333333334
600016.SH,2011-06-09,dividend,0.1,1.0
600016.SH,2012-06-26,dividend,0.3,1.0
600016.SH,2012-09-03,dividend,0.15,1.0
600016.SH,2013-06-27,dividend,0.15,1.0
600016.SH,2013-09-10,dividend,0.158,1.0
600016.SH,2014-06-25,dividend,0.1,1.0
600016.SH,2014-06-25,split,0.2,0.8333333333333334
600016.SH,2015-01-09,dividend,0.075,1.0
600016.SH,2015-07-07,dividend,0.11000000000000001,1.0
600016.SH,2016-02-26,dividend,0.075,1.0
600016.SH,2016-06-24,dividend,0.16,1.0
600016.SH,2016-09-26,dividend,0.11499999999999999,1.0
600016.SH,2017-07-06,dividend,0.16499999999999998,1.0
600016.SH,2017-09-26,dividend,0.12,1.0
600016.SH,2018-07-05,dividend,0.09,1.0
600016.SH,2018-07-05,split,0.2,0.8333333333333334
600016.SH,2019-07-05,dividend,0.34500000000000003,1.0
600016.SH,2020-07-13,dividend,0.37,1.0
600016.SH,2021-06-24,dividend,0.213,1.0
600016.SH,2022-06-24,dividend,0.213,1.0
600016.SH,2023-06-26,dividend,0.21400000000000002,1.0
600016.SH,2024-07-12,dividend,0.21600000000000003,1.0
600016.SH,2024-11-13,dividend,0.13,1.0
600016.SH,2025-07-14,dividend,0.062,1.0
600016.SH,2025-09-16,dividend,0.136,1.0
600017.SH,2007-03-23,dividend,0.15,1.0
600017.SH,2008-05-22,dividend,0.1,1.0
600017.SH,2008-09-24,split,1.0,0.5
600017.SH,2009-05-18,dividend,0.05,1.0
600017.SH,2010-09-16,split,0.5,0.6666666666666666
600017.SH,2012-06-15,dividend,0.06,1.0
600017.SH,2014-05-19,dividend,0.04,1.0
600017.SH,2015-06-03,dividend,0.04,1.0
600017.SH,2017-06-14,dividend,0.01,1.0
600017.SH,2018-06-08,dividend,0.02,1.0
600017.SH,2019-06-05,dividend,0.02,1.0
600017.SH,2020-06-05,dividend,0.025,1.0
600017.SH,2021-06-04,dividend,0.034999999999999996,1.0
600017.SH,2022-05-31,dividend,0.04,1.0
600017.SH,2023-05-31,dividend,0.04,1.0
600017.SH,2024-06-14,dividend,0.065,1.0
600017.SH,2025-06-13,dividend,0.086,1.0
600017.SH,2025-10-31,dividend,0.033,1.0
600018.SH,2001-05-23,dividend,0.35,1.0
600018.SH,2003-04-10,dividend,0.4,1.0
600018.SH,2003-04-10,split,1.0,0.5
600018.SH,2004-07-13,dividend,0.15,1.0
600018.SH,2005-06-13,dividend,0.3,1.0
600018.SH,2006-05-15,dividend,0.36,1.0
600018.SH,2007-06-22,dividend,0.076,1.0
600018.SH,2008-06-12,dividend,0.08499999999999999,1.0
600018.SH,2009-06-22,dividend,0.10200000000000001,1.0
600018.SH,2010-07-02,dividend,0.094,1.0
600018.SH,2011-07-14,dividend,0.10800000000000001,1.0
600018.SH,2012-07-11,dividend,0.118,1.0
600018.SH,2013-07-24,dividend,0.134,1.0
600018.SH,2014-07-29,dividend,0.127,1.0
600018.SH,2015-05-15,dividend,0.154,1.0
600018.SH,2016-07-19,dividend,0.154,1.0
600018.SH,2017-07-18,dividend,0.156,1.0
600018.SH,2018-06-08,dividend,0.172,1.0
600018.SH,2019-06-28,dividend,0.154,1.0
600018.SH,2020-07-31,dividend,0.145,1.0
600018.SH,2021-07-02,dividend,0.128,1.0
600018.SH,2022-08-19,dividend,0.18996,1.0
600018.SH,2023-08-11,dividend,0.13999999999999999,1.0
600018.SH,2024-05-15,dividend,0.172,1.0
600018.SH,2024-12-26,dividend,0.05,1.0
600018.SH,2025-07-17,dividend,0.145,1.0
600018.SH,2026-01-13,dividend,0.05,1.0
600019.SH,2001-06-12,dividend,0.05,1.0
600019.SH,2002-06-19,dividend,0.125,1.0
600019.SH,2003-06-18,dividend,0.2,1.0
600019.SH,2004-06-21,dividend,0.25,1.0
600019.SH,2005-06-13,dividend,0.32,1.0
600019.SH,2006-05-25,dividend,0.32,1.0
600019.SH,2007-05-29,dividend,0.35,1.0
600019.SH,2008-05-13,dividend,0.35,1.0
600019.SH,2009-06-15,dividend,0.18,1.0
600019.SH,2010-05-24,dividend,0.2,1.0
600019.SH,2011-06-09,dividend,0.3,1.0
600019.SH,2012-06-11,dividend,0.2,1.0
600019.SH,2013-06-18,dividend,0.13832,1.0
600019.SH,2014-06-30,dividend,0.1,1.0
600019.SH,2015-05-14,dividend,0.18,1.0
600019.SH,2016-06-08,dividend,0.06,1.0
600019.SH,2017-06-14,dividend,0.21000000000000002,1.0
600019.SH,2018-06-08,dividend,0.45,1.0
600019.SH,2019-05-31,dividend,0.5,1.0
600019.SH,2020-06-03,dividend,0.27999999999999997,1.0
600019.SH,2021-06-18,dividend,0.3,1.0
600019.SH,2021-10-15,dividend,0.35,1.0
600019.SH,2022-06-30,dividend,0.25,1.0
600019.SH,2022-10-13,dividend,0.18,1.0
600019.SH,2023-06-14,dividend,0.1,1.0
600019.SH,2023-10-16,dividend,0.11000000000000001,1.0
600019.SH,2024-06-13,dividend,0.2,1.0
600019.SH,2024-09-25,dividend,0.11000000000000001,1.0
600019.SH,2025-06-11,dividend,0.1,1.0
600019.SH,2025-09-24,dividend,0.12,1.0
600020.SH,2004-07-09,dividend,0.5,1.0
600020.SH,2005-07-27,dividend,0.1,1.0
600020.SH,2006-06-30,dividend,0.1,1.0
600020.SH,2006-06-30,split,0.5,0.6666666666666666
600020.SH,2007-07-05,split,0.16999999999999998,0.8547008547008548
600020.SH,2008-07-07,dividend,0.02,1.0
600020.SH,2008-07-07,split,0.15,0.8695652173913044
600020.SH,2009-06-12,dividend,0.05,1.0
600020.SH,2009-06-12,split,0.01,0.9900990099009901
600020.SH,2010-06-01,dividend,0.06,1.0
600020.SH,2011-07-27,dividend,0.1,1.0
600020.SH,2012-06-28,dividend,0.01,1.0
600020.SH,2012-06-28,split,0.05,0.9523809523809523
600020.SH,2013-07-02,dividend,0.1,1.0
600020.SH,2014-07-10,dividend,0.05500000000000001,1.0
600020.SH,2015-06-18,dividend,0.12,1.0
600020.SH,2016-07-18,dividend,0.16,1.0
600020.SH,2017-07-04,dividend,0.088,1.0
600020.SH,2018-07-13,dividend,0.16799999999999998,1.0
600020.SH,2019-07-12,dividend,0.10900000000000001,1.0
600020.SH,2020-07-10,dividend,0.057999999999999996,1.0
600020.SH,2021-07-15,dividend,0.034999999999999996,1.0
600020.SH,2022-07-15,dividend,0.1,1.0
600020.SH,2023-05-29,dividend,0.019,1.0
600020.SH,2024-05-28,dividend,0.149,1.0
600020.SH,2025-07-15,dividend,0.16999999999999998,1.0
600021.SH,2004-06-21,dividend,0.016,1.0
600021.SH,2005-05-17,dividend,0.21000000000000002,1.0
600021.SH,2006-05-15,dividend,0.2,1.0
600021.SH,2007-05-22,dividend,0.2,1.0
600021.SH,2008-06-17,split,0.2,0.8333333333333334
600021.SH,2011-05-19,dividend,0.05,1.0
600021.SH,2012-07-10,dividend,0.05,1.0
600021.SH,2013-07-17,dividend,0.15,1.0
600021.SH,2014-07-30,dividend,0.2,1.0
600021.SH,2015-07-22,dividend,0.25,1.0
600021.SH,2016-07-29,dividend,0.25,1.0
600021.SH,2017-06-23,dividend,0.18,1.0
600021.SH,2018-05-18,dividend,0.2,1.0
600021.SH,2019-06-13,dividend,0.32999999999999996,1.0
600021.SH,2020-05-28,dividend,0.13,1.0
600021.SH,2021-05-28,dividend,0.11000000000000001,1.0
600021.SH,2023-05-26,dividend,0.034999999999999996,1.0
600021.SH,2024-06-21,dividend,0.2,1.0
600021.SH,2025-05-30,dividend,0.27999999999999997,1.0
600022.SH,2005-05-27,dividend,0.5,1.0
600022.SH,2006-06-23,dividend,0.4,1.0
600022.SH,2006-06-23,split,0.2,0.8333333333333334
600022.SH,2007-06-28,dividend,0.3,1.0
600022.SH,2007-06-28,split,0.2,0.8333333333333334
600022.SH,2008-04-24,dividend,0.6,1.0
600022.SH,2009-04-23,dividend,0.05,1.0
600022.SH,2009-04-23,split,0.8,0.5555555555555556
600022.SH,2017-06-08,split,0.3,0.7692307692307692
600022.SH,2021-06-17,dividend,0.04,1.0
600022.SH,2022-06-10,dividend,0.06,1.0
600022.SH,2023-06-14,dividend,0.03,1.0
600023.SH,2014-06-19,dividend,0.2,1.0
600023.SH,2014-06-19,split,0.3,0.7692307692307692
600023.SH,2015-06-23,dividend,0.25,1.0
600023.SH,2016-06-23,dividend,0.27,1.0
600023.SH,2017-06-15,dividend,0.22999999999999998,1.0
600023.SH,2018-07-23,dividend,0.16999999999999998,1.0
600023.SH,2019-06-18,dividend,0.18,1.0
600023.SH,2020-07-07,dividend,0.2,1.0
600023.SH,2021-07-06,dividend,0.225,1.0
600023.SH,2024-07-09,dividend,0.25,1.0
600023.SH,2025-07-09,dividend,0.29,1.0
600023.SH,2025-10-17,dividend,0.05,1.0
600025.SH,2018-06-27,dividend,0.05500000000000001,1.0
600025.SH,2019-07-05,dividend,0.14713,1.0
600025.SH,2020-06-19,dividend,0.18,1.0
600025.SH,2021-06-18,dividend,0.16,1.0
600025.SH,2022-06-20,dividend,0.16999999999999998,1.0
600025.SH,2023-06-19,dividend,0.175,1.0
600025.SH,2024-06-19,dividend,0.18,1.0
600025.SH,2025-06-19,dividend,0.2,1.0
600026.SH,2003-06-18,dividend,0.1,1.0
600026.SH,2004-06-21,dividend,0.15,1.0
600026.SH,2005-06-21,dividend,0.15,1.0
600026.SH,2006-06-12,dividend,0.3,1.0
600026.SH,2007-06-25,dividend,0.3,1.0
600026.SH,2008-06-25,dividend,0.5,1.0
600026.SH,2009-06-22,dividend,0.3,1.0
600026.SH,2010-07-02,dividend,0.1,1.0
600026.SH,2011-06-13,dividend,0.16999999999999998,1.0
600026.SH,2012-06-01,dividend,0.1,1.0
600026.SH,2015-07-03,dividend,0.03,1.0
600026.SH,2016-06-14,dividend,0.1,1.0
600026.SH,2017-07-03,dividend,0.19,1.0
600026.SH,2018-07-13,dividend,0.05,1.0
600026.SH,2019-06-28,dividend,0.02,1.0
600026.SH,2020-07-10,dividend,0.04,1.0
600026.SH,2021-07-16,dividend,0.2,1.0
600026.SH,2023-07-18,dividend,0.15,1.0
600026.SH,2024-07-17,dividend,0.35,1.0
600026.SH,2024-12-13,dividend,0.22000000000000003,1.0
600026.SH,2025-07-17,dividend,0.21000000000000002,1.0
600027.SH,2005-06-24,dividend,0.034999999999999996,1.0
600027.SH,2006-06-19,dividend,0.065,1.0
600027.SH,2007-06-26,dividend,0.062,1.0
600027.SH,2008-07-18,dividend,0.062,1.0
600027.SH,2010-07-02,dividend,0.034999999999999996,1.0
600027.SH,2013-07-22,dividend,0.065,1.0
600027.SH,2014-06-17,dividend,0.225,1.0
600027.SH,2015-06-19,dividend,0.27,1.0
600027.SH,2016-06-24,dividend,0.3,1.0
600027.SH,2017-07-31,dividend,0.136,1.0
600027.SH,2018-07-27,dividend,0.018,1.0
600027.SH,2019-07-30,dividend,0.066,1.0
600027.SH,2020-07-29,dividend,0.146,1.0
600027.SH,2021-07-23,dividend,0.25,1.0
600027.SH,2022-07-28,dividend,0.25,1.0
600027.SH,2023-07-19,dividend,0.2,1.0
600027.SH,2024-07-25,dividend,0.15,1.0
600027.SH,2024-10-16,dividend,0.08,1.0
600027.SH,2025-07-14,dividend,0.13,1.0
600027.SH,2025-11-12,dividend,0.09,1.0
600028.SH,2002-07-22,dividend,0.08,1.0
600028.SH,2002-09-23,dividend,0.02,1.0
600028.SH,2003-06-23,dividend,0.06,1.0
600028.SH,2003-09-22,dividend,0.03,1.0
600028.SH,2004-06-07,dividend,0.06,1.0
600028.SH,2004-09-21,dividend,0.04,1.0
600028.SH,2005-06-06,dividend,0.08,1.0
600028.SH,2005-09-21,dividend,0.04,1.0
600028.SH,2006-06-19,dividend,0.09,1.0
600028.SH,2006-09-14,dividend,0.04,1.0
600028.SH,2007-06-18,dividend,0.11000000000000001,1.0
600028.SH,2007-09-19,dividend,0.05,1.0
600028.SH,2008-06-16,dividend,0.11499999999999999,1.0
600028.SH,2008-09-22,dividend,0.03,1.0
600028.SH,2009-06-15,dividend,0.09,1.0
600028.SH,2009-09-22,dividend,0.06999999999999999,1.0
600028.SH,2010-06-17,dividend,0.11000000000000001,1.0
600028.SH,2010-09-13,dividend,0.08,1.0
600028.SH,2011-06-20,dividend,0.13,1.0
600028.SH,2011-09-19,dividend,0.1,1.0
600028.SH,2012-05-28,dividend,0.2,1.0
600028.SH,2012-09-17,dividend,0.1,1.0
600028.SH,2013-06-19,dividend,0.2,1.0
600028.SH,2013-06-19,split,0.3,0.7692307692307692
600028.SH,2013-09-12,dividend,0.09,1.0
600028.SH,2014-06-03,dividend,0.15,1.0
600028.SH,2014-09-24,dividend,0.09,1.0
600028.SH,2015-06-19,dividend,0.11000000000000001,1.0
600028.SH,2015-09-23,dividend,0.09,1.0
600028.SH,2016-06-24,dividend,0.06,1.0
600028.SH,2016-09-21,dividend,0.079,1.0
600028.SH,2017-07-19,dividend,0.16999999999999998,1.0
600028.SH,2017-09-20,dividend,0.1,1.0
600028.SH,2018-06-05,dividend,0.4,1.0
600028.SH,2018-09-12,dividend,0.16,1.0
600028.SH,2019-06-11,dividend,0.26,1.0
600028.SH,2019-09-17,dividend,0.12,1.0
600028.SH,2020-06-10,dividend,0.19,1.0
600028.SH,2020-10-23,dividend,0.06999999999999999,1.0
600028.SH,2021-06-17,dividend,0.13,1.0
600028.SH,2021-09-17,dividend,0.16,1.0
600028.SH,2022-06-10,dividend,0.31,1.0
600028.SH,2022-09-19,dividend,0.16,1.0
600028.SH,2023-06-21,dividend,0.195,1.0
600028.SH,2023-09-15,dividend,0.145,1.0
600028.SH,2024-07-16,dividend,0.2,1.0
600028.SH,2024-09-13,dividend,0.146,1.0
600028.SH,2025-06-18,dividend,0.13999999999999999,1.0
600028.SH,2025-09-12,dividend,0.088,1.0
600029.SH,2008-08-29,split,0.5,0.6666666666666666
600029.SH,2012-07-09,dividend,0.2,1.0
600029.SH,2013-07-19,dividend,0.05,1.0
600029.SH,2014-07-31,dividend,0.04,1.0
600029.SH,2015-08-06,dividend,0.04,1.0
600029.SH,2016-07-01,dividend,0.08,1.0
600029.SH,2017-07-26,dividend,0.1,1.0
600029.SH,2018-07-12,dividend,0.1,1.0
600029.SH,2019-07-24,dividend,0.05,1.0
600030.SH,2003-08-28,dividend,0.0036999999999999997,1.0
600030.SH,2004-06-11,dividend,0.11000000000000001,1.0
600030.SH,2005-07-15,dividend,0.05,1.0
600030.SH,2006-07-04,dividend,0.12,1.0
600030.SH,2007-05-21,dividend,0.2,1.0
600030.SH,2008-04-24,dividend,0.5,1.0
600030.SH,2008-04-24,split,1.0,0.5
600030.SH,2009-06-11,dividend,0.5,1.0
600030.SH,2010-06-24,dividend,0.5,1.0
600030.SH,2010-06-24,split,0.5,0.6666666666666666
600030.SH,2011-06-16,dividend,0.5,1.0
600030.SH,2012-08-02,dividend,0.43,1.0
600030.SH,2013-08-08,dividend,0.3,1.0
600030.SH,2014-08-15,dividend,0.15,1.0
600030.SH,2015-08-14,dividend,0.28185,1.0
600030.SH,2016-08-19,dividend,0.5,1.0
600030.SH,2017-08-18,dividend,0.35,1.0
600030.SH,2018-08-24,dividend,0.4,1.0
600030.SH,2019-08-02,dividend,0.35,1.0
600030.SH,2020-08-21,dividend,0.5,1.0
600030.SH,2021-08-20,dividend,0.4,1.0
600030.SH,2022-08-26,dividend,0.54,1.0
600030.SH,2023-08-25,dividend,0.49000000000000005,1.0
600030.SH,2024-08-26,dividend,0.475,1.0
600030.SH,2024-12-20,dividend,0.24,1.0
600030.SH,2025-08-25,dividend,0.27999999999999997,1.0
600030.SH,2026-02-09,dividend,0.29,1.0
600031.SH,2004-05-11,dividend,0.5,1.0
600031.SH,2005-06-30,dividend,0.2,1.0
600031.SH,2005-06-30,split,1.0,0.5
600031.SH,2007-04-23,dividend,0.2,1.0
600031.SH,2007-04-23,split,1.0,0.5
600031.SH,2008-07-10,dividend,0.05,1.0
600031.SH,2008-07-10,split,0.5,0.6666666666666666
600031.SH,2009-06-26,dividend,0.18,1.0
600031.SH,2010-06-24,dividend,0.16,1.0
600031.SH,2010-06-24,split,0.5,0.6666666666666666
600031.SH,2010-10-22,dividend,0.13,1.0
600031.SH,2010-10-22,split,1.1,0.47619047619047616
600031.SH,2011-04-22,dividend,0.06,1.0
600031.SH,2011-04-22,split,0.5,0.6666666666666666
600031.SH,2012-08-08,dividend,0.3,1.0
600031.SH,2013-08-22,dividend,0.25,1.0
600031.SH,2014-08-08,dividend,0.12,1.0
600031.SH,2015-06-11,dividend,0.048,1.0
600031.SH,2016-08-24,dividend,0.01,1.0
600031.SH,2017-08-24,dividend,0.01,1.0
600031.SH,2017-10-24,dividend,0.02,1.0
600031.SH,2018-08-21,dividend,0.16,1.0
600031.SH,2019-07-17,dividend,0.26,1.0
600031.SH,2020-07-22,dividend,0.42000000000000004,1.0
600031.SH,2021-06-16,dividend,0.6,1.0
600031.SH,2022-06-10,dividend,0.45,1.0
600031.SH,2023-05-31,dividend,0.16,1.0
600031.SH,2024-06-21,dividend,0.22000000000000003,1.0
600031.SH,2025-06-11,dividend,0.36,1.0
600031.SH,2025-10-15,dividend,0.31,1.0
600032.SH,2022-07-07,dividend,0.045,1.0
600032.SH,2023-07-06,dividend,0.0692,1.0
600032.SH,2024-07-05,dividend,0.06999999999999999,1.0
600032.SH,2024-09-23,dividend,0.05600000000000001,1.0
600032.SH,2025-06-12,dividend,0.015,1.0
600032.SH,2025-09-22,dividend,0.037,1.0
600033.SH,2002-06-27,dividend,0.12,1.0
600033.SH,2003-04-30,dividend,0.05,1.0
600033.SH,2003-04-30,split,0.2,0.8333333333333334
600033.SH,2004-06-03,dividend,0.15,1.0
600033.SH,2004-06-03,split,0.2,0.8333333333333334
600033.SH,2005-06-16,dividend,0.35,1.0
600033.SH,2006-06-01,dividend,0.35,1.0
600033.SH,2006-09-19,split,0.5,0.6666666666666666
600033.SH,2007-07-05,dividend,0.25,1.0
600033.SH,2008-04-17,dividend,0.25,1.0
600033.SH,2009-05-21,dividend,0.15,1.0
600033.SH,2010-06-17,dividend,0.1,1.0
600033.SH,2010-06-17,split,0.5,0.6666666666666666
600033.SH,2011-08-08,dividend,0.1,1.0
600033.SH,2012-06-11,dividend,0.1,1.0
600033.SH,2013-06-14,dividend,0.1,1.0
600033.SH,2014-06-20,dividend,0.1,1.0
600033.SH,2015-07-17,dividend,0.1,1.0
600033.SH,2016-06-08,dividend,0.1,1.0
600033.SH,2017-06-28,dividend,0.15,1.0
600033.SH,2018-06-15,dividend,0.12,1.0
600033.SH,2019-06-28,dividend,0.15,1.0
600033.SH,2020-08-20,dividend,0.05,1.0
600033.SH,2021-06-28,dividend,0.1,1.0
600033.SH,2022-06-29,dividend,0.15,1.0
600033.SH,2023-07-28,dividend,0.15,1.0
600033.SH,2024-06-27,dividend,0.12,1.0
600033.SH,2024-12-20,dividend,0.05,1.0
600033.SH,2025-07-11,dividend,0.05,1.0
600033.SH,2025-12-31,dividend,0.05,1.0
600035.SH,2005-06-16,dividend,0.065,1.0
600035.SH,2006-07-13,dividend,0.06999999999999999,1.0
600035.SH,2007-07-19,dividend,0.12,1.0
600035.SH,2008-07-22,dividend,0.16,1.0
600035.SH,2009-07-07,dividend,0.13,1.0
600035.SH,2010-07-06,dividend,0.08,1.0
600035.SH,2011-08-18,dividend,0.08,1.0
600035.SH,2012-07-05,dividend,0.08,1.0
600035.SH,2013-07-31,dividend,0.06999999999999999,1.0
600035.SH,2014-05-14,dividend,0.09,1.0
600035.SH,2014-05-14,split,0.3,0.7692307692307692
600035.SH,2015-04-16,dividend,0.06999999999999999,1.0
600035.SH,2015-04-16,split,0.2,0.8333333333333334
600035.SH,2016-06-15,dividend,0.09,1.0
600035.SH,2017-05-24,dividend,0.1,1.0
600035.SH,2018-06-08,dividend,0.13,1.0
600035.SH,2019-06-18,dividend,0.11000000000000001,1.0
600035.SH,2020-08-05,dividend,0.16,1.0
600035.SH,2021-06-09,dividend,0.06999999999999999,1.0
600035.SH,2022-06-15,dividend,0.13999999999999999,1.0
600035.SH,2023-06-16,dividend,0.13999999999999999,1.0
600035.SH,2024-06-07,dividend,0.19,1.0
600035.SH,2025-06-27,dividend,0.16999999999999998,1.0
600036.SH,2003-07-16,dividend,0.12,1.0
600036.SH,2004-05-11,dividend,0.092,1.0
600036.SH,2004-05-11,split,0.2,0.8333333333333334
600036.SH,2005-06-20,dividend,0.11000000000000001,1.0
600036.SH,2005-06-20,split,0.5,0.6666666666666666
600036.SH,2006-06-16,dividend,0.08,1.0
600036.SH,2007-07-04,dividend,0.12,1.0
600036.SH,2008-07-28,dividend,0.27999999999999997,1.0
600036.SH,2009-07-03,dividend,0.1,1.0
600036.SH,2009-07-03,split,0.3,0.7692307692307692
600036.SH,2010-07-01,dividend,0.21000000000000002,1.0
600036.SH,2011-06-10,dividend,0.29,1.0
600036.SH,2012-06-07,dividend,0.42000000000000004,1.0
600036.SH,2013-06-13,dividend,0.63,1.0
600036.SH,2014-07-11,dividend,0.62,1.0
600036.SH,2015-07-03,dividend,0.67,1.0
600036.SH,2016-07-13,dividend,0.6900000000000001,1.0
600036.SH,2017-06-14,dividend,0.74,1.0
600036.SH,2018-07-12,dividend,0.8400000000000001,1.0
600036.SH,2019-07-12,dividend,0.9400000000000001,1.0
600036.SH,2020-07-10,dividend,1.2,1.0
600036.SH,2021-07-13,dividend,1.253,1.0
600036.SH,2022-07-15,dividend,1.522,1.0
600036.SH,2023-07-13,dividend,1.738,1.0
600036.SH,2024-07-11,dividend,1.972,1.0
600036.SH,2025-07-11,dividend,2.0,1.0
600036.SH,2026-01-16,dividend,1.0130000000000001,1.0
600037.SH,2001-07-10,dividend,0.1,1.0
600037.SH,2002-07-08,dividend,0.25,1.0
600037.SH,2002-10-15,split,0.3,0.7692307692307692
600037.SH,2003-07-23,dividend,0.15,1.0
600037.SH,2004-06-21,dividend,0.15,1.0
600037.SH,2004-12-09,dividend,0.3,1.0
600037.SH,2005-07-04,dividend,0.15,1.0
600037.SH,2005-09-30,split,0.6,0.625
600037.SH,2006-06-29,dividend,0.3,1.0
600037.SH,2007-05-10,dividend,0.1,1.0
600037.SH,2007-05-10,split,0.6,0.625
600037.SH,2009-06-18,dividend,0.15,1.0
600037.SH,2011-06-14,dividend,0.1,1.0
600037.SH,2012-05-28,dividend,0.1,1.0
600037.SH,2013-06-28,dividend,0.1,1.0
600037.SH,2014-07-28,dividend,0.1,1.0
600037.SH,2015-06-17,dividend,0.18,1.0
600037.SH,2016-05-17,dividend,0.18,1.0
600037.SH,2017-06-09,dividend,0.18,1.0
600037.SH,2018-06-08,dividend,0.18,1.0
600037.SH,2019-06-21,dividend,0.18,1.0
600037.SH,2020-06-19,dividend,0.6599999999999999,1.0
600037.SH,2021-07-15,dividend,0.04,1.0
600037.SH,2022-07-07,dividend,0.046,1.0
600037.SH,2023-06-21,dividend,0.073,1.0
600037.SH,2024-06-21,dividend,0.027000000000000003,1.0
600037.SH,2025-06-20,dividend,0.027000000000000003,1.0
600038.SH,2002-05-16,dividend,0.1,1.0
600038.SH,2002-05-16,split,0.6,0.625
600038.SH,2004-07-14,dividend,0.1,1.0
600038.SH,2004-07-14,split,0.3,0.7692307692307692
600038.SH,2005-07-06,dividend,0.1,1.0
600038.SH,2006-08-22,dividend,0.337,1.0
600038.SH,2008-07-07,dividend,0.1,1.0
600038.SH,2009-07-14,dividend,0.1,1.0
600038.SH,2010-07-12,dividend,0.1,1.0
600038.SH,2011-07-11,dividend,0.1,1.0
600038.SH,2012-08-13,dividend,0.1,1.0
600038.SH,2013-06-14,dividend,0.16,1.0
600038.SH,2014-08-15,dividend,0.13,1.0
600038.SH,2015-07-09,dividend,0.13999999999999999,1.0
600038.SH,2016-07-20,dividend,0.25,1.0
600038.SH,2017-06-26,dividend,0.22999999999999998,1.0
600038.SH,2018-07-11,dividend,0.233,1.0
600038.SH,2019-07-16,dividend,0.26,1.0
600038.SH,2020-08-12,dividend,0.3,1.0
600038.SH,2021-06-30,dividend,0.388,1.0
600038.SH,2022-07-21,dividend,0.465,1.0
600038.SH,2023-06-28,dividend,0.197,1.0
600038.SH,2024-04-25,dividend,0.2,1.0
600038.SH,2025-05-28,dividend,0.20400000000000001,1.0
600039.SH,2004-06-08,dividend,0.05,1.0
600039.SH,2004-06-08,split,0.2,0.8333333333333334
600039.SH,2012-05-15,dividend,0.1,1.0
600039.SH,2012-05-15,split,0.8,0.5555555555555556
