symbol,date,type,value,adjust_factor
002157.SZ,2021-06-09,dividend,0.7,1.0
002179.SZ,2008-05-09,dividend,0.1,1.0
002179.SZ,2008-05-09,split,0.5,0.6666666666666666
002179.SZ,2009-05-08,dividend,0.05,1.0
002179.SZ,2009-05-08,split,0.5,0.6666666666666666
002179.SZ,2010-06-10,dividend,0.05,1.0
002179.SZ,2010-06-10,split,0.5,0.6666666666666666
002179.SZ,2011-05-19,dividend,0.06999999999999999,1.0
002179.SZ,2012-06-20,dividend,0.1,1.0
002179.SZ,2013-09-27,dividend,0.1,1.0
002179.SZ,2014-05-08,dividend,0.1,1.0
002179.SZ,2015-06-03,dividend,0.1,1.0
002179.SZ,2015-06-03,split,0.3,0.7692307692307692
002179.SZ,2016-05-31,dividend,0.1,1.0
002179.SZ,2017-05-12,dividend,0.1,1.0
002179.SZ,2017-05-12,split,0.3,0.7692307692307692
002179.SZ,2018-06-08,dividend,0.12,1.0
002179.SZ,2019-05-17,dividend,0.13,1.0
002179.SZ,2019-05-17,split,0.3,0.7692307692307692
002179.SZ,2020-05-29,dividend,0.15,1.0
002179.SZ,2021-06-17,dividend,0.4,1.0
002179.SZ,2022-06-13,dividend,0.55,1.0
002179.SZ,2022-06-13,split,0.4,0.7142857142857143
002179.SZ,2023-05-16,dividend,0.55,1.0
002179.SZ,2023-05-16,split,0.3,0.7692307692307692
002179.SZ,2024-05-21,dividend,0.6,1.0
002179.SZ,2025-06-17,dividend,0.8,1.0
002179.SZ,2026-05-26,dividend,0.55,1.0135068762278978
002185.SZ,2008-05-16,split,0.5,0.6666666666666666
002185.SZ,2009-05-25,split,0.1,0.9090909090909091
002185.SZ,2010-05-18,dividend,0.05,1.0
002185.SZ,2010-05-18,split,0.3,0.7692307692307692
002185.SZ,2012-07-12,dividend,0.1,1.0
002185.SZ,2012-07-12,split,0.6,0.625
002185.SZ,2013-06-21,dividend,0.05,1.0
002185.SZ,2014-06-13,dividend,0.05,1.0
002185.SZ,2015-06-17,dividend,0.06,1.0
002185.SZ,2016-06-17,dividend,0.06,1.0
002185.SZ,2016-06-17,split,0.3,0.7692307692307692
002185.SZ,2017-06-20,dividend,0.05,1.0
002185.SZ,2017-06-20,split,1.0,0.5
002185.SZ,2018-06-20,dividend,0.02,1.0
002185.SZ,2019-05-31,dividend,0.02,1.0
002185.SZ,2020-06-24,dividend,0.015,1.0
002185.SZ,2021-06-18,dividend,0.022,1.0
002185.SZ,2022-06-29,dividend,0.045,1.0
002185.SZ,2023-06-21,dividend,0.026000000000000002,1.0
002185.SZ,2024-06-20,dividend,0.022,1.0
002185.SZ,2025-05-06,dividend,0.057999999999999996,1.0
002195.SZ,2008-05-26,dividend,0.1,1.0
002195.SZ,2008-05-26,split,0.3,0.7692307692307692
002195.SZ,2009-05-27,dividend,0.1,1.0
002195.SZ,2010-05-25,dividend,0.1,1.0
002195.SZ,2011-05-27,dividend,0.1,1.0
002195.SZ,2011-05-27,split,0.5,0.6666666666666666
002195.SZ,2012-05-23,dividend,0.1,1.0
002195.SZ,2013-05-23,dividend,0.1,1.0
002195.SZ,2014-03-14,dividend,0.1,1.0
002195.SZ,2015-03-17,dividend,0.1,1.0
002195.SZ,2015-03-17,split,1.5,0.4
002195.SZ,2016-06-01,dividend,0.1,1.0
002195.SZ,2016-06-01,split,1.0,0.5
002195.SZ,2017-04-18,dividend,0.05,1.0
002195.SZ,2017-04-18,split,0.7,0.5882352941176471
002195.SZ,2018-06-21,dividend,0.03,1.0
002195.SZ,2018-06-21,split,0.3,0.7692307692307692
002195.SZ,2019-06-11,dividend,0.03,1.0
002195.SZ,2019-06-11,split,0.3,0.7692307692307692
002195.SZ,2020-06-11,dividend,0.015,1.0
002195.SZ,2022-06-09,dividend,0.02,1.0
002195.SZ,2023-06-28,dividend,0.02,1.0
002195.SZ,2024-05-24,dividend,0.01,1.0
002203.SZ,2008-05-15,dividend,0.15,1.0
002203.SZ,2009-04-10,dividend,0.12,1.0
002203.SZ,2010-07-19,dividend,0.12,1.0
002203.SZ,2011-07-06,dividend,0.12,1.0
002203.SZ,2012-06-06,dividend,0.12,1.0
002203.SZ,2012-06-06,split,0.5,0.6666666666666666
002203.SZ,2013-07-10,dividend,0.1,1.0
002203.SZ,2014-07-09,dividend,0.1,1.0
002203.SZ,2014-09-18,split,1.0,0.5
002203.SZ,2015-06-17,dividend,0.08,1.0
002203.SZ,2016-07-08,dividend,0.06,1.0
002203.SZ,2017-07-12,dividend,0.06,1.0
002203.SZ,2018-05-28,dividend,0.06,1.0
002203.SZ,2019-06-12,dividend,0.07133969999999999,1.0
002203.SZ,2020-06-12,dividend,0.0749999,1.0
002203.SZ,2021-06-23,dividend,0.075,1.0
002203.SZ,2022-06-30,dividend,0.075,1.0
002203.SZ,2023-07-05,dividend,0.08,1.0
002203.SZ,2024-07-17,dividend,0.16999999999999998,1.0
002203.SZ,2025-07-04,dividend,0.18,1.0
002203.SZ,2025-10-29,dividend,0.1,1.0
002223.SZ,2008-06-18,dividend,0.2,1.0
002223.SZ,2009-04-22,dividend,0.3,1.0
002223.SZ,2009-04-22,split,0.5,0.6666666666666666
002223.SZ,2010-05-27,dividend,0.1,1.0
002223.SZ,2010-05-27,split,0.6,0.625
002223.SZ,2011-05-27,split,0.6,0.625
002223.SZ,2012-05-22,dividend,0.1,1.0
002223.SZ,2012-05-22,split,0.3,0.7692307692307692
002223.SZ,2013-06-05,dividend,0.1,1.0
002223.SZ,2014-06-17,dividend,0.1,1.0
002223.SZ,2015-05-21,split,0.1,0.9090909090909091
002223.SZ,2016-05-18,dividend,0.4,1.0
002223.SZ,2017-05-26,dividend,0.4,1.0
002223.SZ,2017-05-26,split,0.5,0.6666666666666666
002223.SZ,2018-07-06,dividend,0.15,1.0
002223.SZ,2019-05-31,dividend,0.15,1.0
002223.SZ,2020-05-20,dividend,0.4,1.0
002223.SZ,2021-05-19,dividend,0.3,1.0
002223.SZ,2022-05-24,dividend,0.3,1.0
002223.SZ,2023-05-29,dividend,0.6,1.0
002223.SZ,2024-05-29,dividend,0.8,1.0
002223.SZ,2024-10-10,dividend,0.4,1.0
002223.SZ,2025-05-27,dividend,0.4,1.0
002223.SZ,2025-10-13,dividend,0.2,1.0
002223.SZ,2025-12-02,dividend,0.2,1.0
002223.SZ,2026-05-26,dividend,0.6,1.0225733634311513
002230.SZ,2009-05-22,dividend,0.25,1.0
002230.SZ,2009-05-22,split,0.5,0.6666666666666666
002230.SZ,2010-04-26,dividend,0.2,1.0
002230.SZ,2011-03-03,dividend,0.2,1.0
002230.SZ,2011-03-03,split,0.5,0.6666666666666666
002230.SZ,2012-05-21,dividend,0.15,1.0
002230.SZ,2012-05-21,split,0.5,0.6666666666666666
002230.SZ,2013-09-10,dividend,0.15,1.0
002230.SZ,2014-04-16,dividend,0.2,1.0
002230.SZ,2014-04-16,split,0.7,0.5882352941176471
002230.SZ,2015-04-16,dividend,0.15,1.0
002230.SZ,2015-04-16,split,0.5,0.6666666666666666
002230.SZ,2016-04-19,dividend,0.1,1.0
002230.SZ,2017-04-21,dividend,0.1,1.0
002230.SZ,2018-05-14,dividend,0.1,1.0
002230.SZ,2018-05-14,split,0.5,0.6666666666666666
002230.SZ,2019-10-21,dividend,0.1,1.0
002230.SZ,2020-06-18,dividend,0.1,1.0
002230.SZ,2021-06-08,dividend,0.2,1.0
002230.SZ,2022-06-13,dividend,0.1,1.0
002230.SZ,2023-07-05,dividend,0.1,1.0
002230.SZ,2024-07-05,dividend,0.1,1.0
002230.SZ,2025-07-04,dividend,0.1,1.0
002236.SZ,2009-05-13,dividend,0.225,1.0
002236.SZ,2010-05-07,dividend,0.6,1.0
002236.SZ,2010-05-07,split,1.0,0.5
002236.SZ,2011-06-08,dividend,0.5,1.0
002236.SZ,2011-06-08,split,1.0,0.5
002236.SZ,2012-05-29,dividend,0.25,1.0
002236.SZ,2012-05-29,split,1.0,0.5
002236.SZ,2013-04-16,dividend,0.16,1.0
002236.SZ,2013-04-16,split,1.0,0.5
002236.SZ,2014-05-22,dividend,0.09791,1.0
002236.SZ,2015-05-22,dividend,0.1,1.0
002236.SZ,2016-04-27,dividend,0.2,1.0
002236.SZ,2016-04-27,split,1.5,0.4
002236.SZ,2017-06-08,dividend,0.1,1.0
002236.SZ,2018-05-11,dividend,0.2,1.0
002236.SZ,2019-04-19,dividend,0.10000139999999999,1.0
002236.SZ,2020-05-22,dividend,0.133,1.0
002236.SZ,2021-05-12,dividend,0.268,1.0
002236.SZ,2022-06-01,dividend,0.27,1.0
002236.SZ,2023-06-06,dividend,0.24100000000000002,1.0
002236.SZ,2023-11-16,dividend,0.3101383,1.0
002236.SZ,2024-05-22,dividend,0.382,1.0
002236.SZ,2024-09-20,dividend,0.184,1.0
002236.SZ,2025-04-30,dividend,0.458,1.0
002236.SZ,2025-12-09,dividend,0.185,1.0
002236.SZ,2026-05-26,dividend,0.37,1.0211549456832476
002241.SZ,2009-05-11,dividend,0.3,1.0
002241.SZ,2009-05-11,split,1.0,0.5
002241.SZ,2010-03-15,dividend,0.1,1.0
002241.SZ,2010-03-15,split,0.5,0.6666666666666666
002241.SZ,2011-06-03,dividend,0.2,1.0
002241.SZ,2011-06-03,split,1.0,0.5
002241.SZ,2012-08-28,dividend,0.2,1.0
002241.SZ,2013-05-22,dividend,0.15,1.0
002241.SZ,2013-05-22,split,0.8,0.5555555555555556
002241.SZ,2014-05-14,dividend,0.1,1.0
002241.SZ,2015-06-12,dividend,0.1,1.0
002241.SZ,2016-06-15,dividend,0.1,1.0
002241.SZ,2017-04-28,dividend,0.15,1.0
002241.SZ,2017-04-28,split,1.0,0.5
002241.SZ,2018-05-22,dividend,0.1,1.0
002241.SZ,2019-06-13,dividend,0.1,1.0
002241.SZ,2020-05-19,dividend,0.1,1.0
002241.SZ,2021-05-20,dividend,0.15,1.0
002241.SZ,2022-05-26,dividend,0.2,1.0
002241.SZ,2023-05-31,dividend,0.1,1.0
002241.SZ,2024-05-31,dividend,0.1,1.0
002241.SZ,2024-08-23,dividend,0.05,1.0
002241.SZ,2024-11-28,dividend,0.1,1.0
002241.SZ,2025-06-05,dividend,0.15,1.0
002241.SZ,2025-11-12,dividend,0.15,1.0
002241.SZ,2026-05-29,dividend,0.2,1.0078864353312302
002244.SZ,2008-08-18,split,1.0,0.5
002244.SZ,2009-04-29,dividend,0.122,1.0
002244.SZ,2009-04-29,split,0.3,0.7692307692307692
002244.SZ,2010-04-23,dividend,0.05,1.0
002244.SZ,2011-04-29,dividend,0.06999999999999999,1.0
002244.SZ,2012-05-10,dividend,0.057999999999999996,1.0
002244.SZ,2013-05-31,dividend,0.094,1.0
002244.SZ,2014-06-12,dividend,0.11000000000000001,1.0
002244.SZ,2015-07-10,dividend,0.15,1.0
002244.SZ,2015-07-10,split,1.0,0.5
002244.SZ,2016-05-27,dividend,0.033,1.0
002244.SZ,2017-06-19,dividend,0.068,1.0
002244.SZ,2018-04-25,dividend,0.08299999999999999,1.0
002244.SZ,2019-05-17,dividend,0.06,1.0
002244.SZ,2020-06-05,dividend,0.132,1.0
002244.SZ,2021-06-04,dividend,0.22599999999999998,1.0
002244.SZ,2022-07-11,dividend,0.22599999999999998,1.0
002244.SZ,2023-08-04,dividend,0.25,1.0
002244.SZ,2024-08-16,dividend,0.09,1.0
002244.SZ,2025-08-07,dividend,0.08199999999999999,1.0
002252.SZ,2009-05-07,dividend,0.8,1.0
002252.SZ,2010-05-18,dividend,0.75,1.0
002252.SZ,2010-10-19,split,0.7,0.5882352941176471
002252.SZ,2011-05-24,dividend,0.4,1.0
002252.SZ,2012-05-08,dividend,0.5,1.0
002252.SZ,2012-05-08,split,0.8,0.5555555555555556
002252.SZ,2013-05-16,dividend,0.05,1.0
002252.SZ,2014-04-24,dividend,0.1,1.0
002252.SZ,2014-09-25,split,1.0,0.5
002252.SZ,2015-04-09,dividend,0.1,1.0
002252.SZ,2015-09-17,split,1.0,0.5
002252.SZ,2016-05-27,dividend,0.05,1.0
002252.SZ,2016-09-28,split,0.8,0.5555555555555556
002252.SZ,2017-06-20,dividend,0.03,1.0
002252.SZ,2018-06-28,dividend,0.017,1.0
002252.SZ,2020-07-15,dividend,0.01,1.0
002252.SZ,2021-07-02,dividend,0.025,1.0
002252.SZ,2022-07-07,dividend,0.028000000000000004,1.0
002252.SZ,2023-06-13,dividend,0.03,1.0
002252.SZ,2024-06-05,dividend,0.03,1.0
002252.SZ,2024-09-30,dividend,0.037,1.0
002252.SZ,2025-07-14,dividend,0.033,1.0
002252.SZ,2026-02-10,dividend,0.0153,1.0
002265.SZ,2010-05-11,dividend,0.01,1.0
002265.SZ,2011-05-30,dividend,0.011,1.0
002265.SZ,2015-05-22,dividend,0.01,1.0
002266.SZ,2009-04-16,dividend,0.22999999999999998,1.0
002266.SZ,2010-06-01,dividend,0.22999999999999998,1.0
002266.SZ,2011-06-21,dividend,0.22999999999999998,1.0
002266.SZ,2011-06-21,split,1.0,0.5
002266.SZ,2012-06-12,dividend,0.13,1.0
002266.SZ,2012-06-12,split,1.0,0.5
002266.SZ,2013-09-16,dividend,0.050454200000000005,1.0
002266.SZ,2013-09-16,split,1.009084,0.4977392682436374
002266.SZ,2014-11-04,dividend,0.01,1.0
002266.SZ,2015-07-03,dividend,0.015,1.0
002266.SZ,2015-07-03,split,0.3,0.7692307692307692
002266.SZ,2016-07-15,dividend,0.01,1.0
002266.SZ,2017-07-12,dividend,0.01,1.0
002266.SZ,2018-07-11,dividend,0.01,1.0
002266.SZ,2019-07-10,dividend,0.01,1.0
002266.SZ,2020-11-13,dividend,0.01,1.0
002266.SZ,2021-06-17,dividend,0.04,1.0
002266.SZ,2022-06-13,dividend,0.08,1.0
002266.SZ,2023-06-13,dividend,0.06,1.0
002266.SZ,2024-06-18,dividend,0.05,1.0
002266.SZ,2025-06-18,dividend,0.05,1.0
002271.SZ,2009-06-03,dividend,0.35,1.0
002271.SZ,2009-06-03,split,0.5,0.6666666666666666
002271.SZ,2010-04-16,dividend,0.3,1.0
002271.SZ,2010-04-16,split,1.0,0.5
002271.SZ,2011-06-13,dividend,0.25,1.0
002271.SZ,2011-06-13,split,1.0,0.5
002271.SZ,2012-07-04,dividend,0.1,1.0
002271.SZ,2013-06-03,dividend,0.2,1.0
002271.SZ,2014-04-30,dividend,0.2,1.0
002271.SZ,2015-06-01,dividend,0.2,1.0
002271.SZ,2015-06-01,split,1.0,0.5
002271.SZ,2016-06-03,dividend,0.1,1.0
002271.SZ,2017-06-01,dividend,0.15,1.0
002271.SZ,2018-06-20,dividend,0.14999800000000002,1.0
002271.SZ,2018-06-20,split,0.6999907000000001,0.588238512128331
002271.SZ,2019-05-30,dividend,0.3,1.0
002271.SZ,2020-06-15,dividend,0.3,1.0
002271.SZ,2020-10-22,split,0.5,0.6666666666666666
002271.SZ,2021-05-31,dividend,0.3,1.0
002271.SZ,2022-05-31,dividend,0.3,1.0
002271.SZ,2023-05-19,dividend,0.1,1.0
002271.SZ,2024-05-22,dividend,0.6,1.0
002271.SZ,2024-09-26,dividend,0.6,1.0
002271.SZ,2025-04-01,dividend,0.925,1.0
002271.SZ,2025-08-27,dividend,0.925,1.0
002273.SZ,2009-05-19,dividend,0.3,1.0
002273.SZ,2009-05-19,split,0.3,0.7692307692307692
002273.SZ,2010-05-21,dividend,0.5,1.0
002273.SZ,2010-05-21,split,0.3,0.7692307692307692
002273.SZ,2012-04-26,dividend,0.5,1.0
002273.SZ,2012-04-26,split,1.0,0.5
002273.SZ,2013-05-22,dividend,0.2,1.0
002273.SZ,2013-05-22,split,0.5,0.6666666666666666
002273.SZ,2014-05-27,dividend,0.1,1.0
002273.SZ,2015-04-30,dividend,0.15,1.0
002273.SZ,2016-05-16,dividend,0.1,1.0
002273.SZ,2016-05-16,split,0.5,0.6666666666666666
002273.SZ,2017-05-12,dividend,0.1,1.0
002273.SZ,2018-05-23,dividend,0.1,1.0
002273.SZ,2018-05-23,split,0.3,0.7692307692307692
002273.SZ,2019-07-24,dividend,0.1,1.0
002273.SZ,2019-07-24,split,0.3,0.7692307692307692
002273.SZ,2020-06-04,dividend,0.1,1.0
002273.SZ,2021-05-14,dividend,0.2,1.0
002273.SZ,2022-04-21,dividend,0.2,1.0
002273.SZ,2023-05-16,dividend,0.2,1.0
002273.SZ,2024-04-23,dividend,0.3,1.0
002273.SZ,2024-10-25,dividend,0.1,1.0
002273.SZ,2025-05-20,dividend,0.2,1.0
002273.SZ,2025-09-10,dividend,0.1,1.0
002281.SZ,2010-05-31,dividend,0.25,1.0
002281.SZ,2011-05-17,dividend,0.25,1.0
002281.SZ,2012-06-20,dividend,0.25,1.0
002281.SZ,2013-06-14,dividend,0.25,1.0
002281.SZ,2014-05-13,dividend,0.25,1.0
002281.SZ,2015-06-01,dividend,0.5,1.0
002281.SZ,2016-06-20,dividend,0.5003838,1.0
002281.SZ,2017-04-14,dividend,0.5,1.0
002281.SZ,2017-04-14,split,2.0,0.3333333333333333
002281.SZ,2018-05-30,dividend,0.16999999999999998,1.0
002281.SZ,2019-07-12,dividend,0.16999999999999998,1.0
002281.SZ,2020-07-24,dividend,0.16999999999999998,1.0
002281.SZ,2021-07-09,dividend,0.16999999999999998,1.0
002281.SZ,2022-06-17,dividend,0.16999999999999998,1.0
002281.SZ,2023-07-07,dividend,0.16999999999999998,1.0
002281.SZ,2024-07-12,dividend,0.24,1.0
002281.SZ,2025-06-17,dividend,0.26,1.0
002294.SZ,2010-04-20,dividend,1.0,1.0
002294.SZ,2010-04-20,split,1.0,0.5
002294.SZ,2011-05-03,dividend,0.6,1.0
002294.SZ,2011-05-03,split,0.6,0.625
002294.SZ,2012-05-04,dividend,0.45,1.0
002294.SZ,2012-05-04,split,0.2,0.8333333333333334
002294.SZ,2013-05-09,dividend,0.7,1.0
002294.SZ,2013-05-09,split,0.5,0.6666666666666666
002294.SZ,2014-05-07,dividend,0.6,1.0
002294.SZ,2015-04-24,dividend,0.7,1.0
002294.SZ,2015-04-24,split,0.6,0.625
002294.SZ,2016-05-03,dividend,0.6,1.0
002294.SZ,2017-05-12,dividend,0.7,1.0
002294.SZ,2018-05-04,dividend,0.8,1.0
002294.SZ,2019-04-16,dividend,0.8,1.0
002294.SZ,2020-05-20,dividend,0.5,1.0
002294.SZ,2022-04-27,dividend,0.4,1.0
002294.SZ,2023-05-09,dividend,0.5,1.0
002294.SZ,2024-06-19,dividend,0.5,1.0
002294.SZ,2025-05-14,dividend,0.5,1.0
002294.SZ,2026-05-26,dividend,0.55,1.0158045977011494
002299.SZ,2010-04-27,dividend,0.18,1.0
002299.SZ,2011-02-24,dividend,0.25,1.0
002299.SZ,2011-02-24,split,1.0,0.5
002299.SZ,2012-04-19,dividend,0.32999999999999996,1.0
002299.SZ,2017-05-25,dividend,0.5,1.0
002299.SZ,2019-04-26,dividend,1.0,1.0
002299.SZ,2020-01-20,dividend,1.5,1.0
002299.SZ,2021-01-20,dividend,1.0,1.0
002299.SZ,2022-05-23,dividend,0.3,1.0
002299.SZ,2023-05-08,dividend,0.2,1.0
002299.SZ,2024-04-26,dividend,0.3,1.0
002299.SZ,2025-01-10,dividend,0.2,1.0
002299.SZ,2025-05-23,dividend,0.2,1.0
002299.SZ,2025-12-15,dividend,0.3,1.0
002299.SZ,2026-05-21,dividend,0.2,1.0117508813160987
002304.SZ,2010-04-20,dividend,0.8,1.0
002304.SZ,2011-05-13,dividend,1.0,1.0
002304.SZ,2011-05-13,split,1.0,0.5
002304.SZ,2012-06-01,dividend,1.5,1.0
002304.SZ,2012-06-01,split,0.2,0.8333333333333334
002304.SZ,2013-06-07,dividend,2.0,1.0
002304.SZ,2014-06-18,dividend,2.006651,1.0
002304.SZ,2015-06-18,dividend,2.0,1.0
002304.SZ,2015-06-18,split,0.4,0.7142857142857143
002304.SZ,2016-06-17,dividend,1.8,1.0
002304.SZ,2017-06-16,dividend,2.1,1.0
002304.SZ,2018-06-22,dividend,2.55,1.0
002304.SZ,2019-06-27,dividend,3.2,1.0
002304.SZ,2020-06-24,dividend,3.0,1.0
002304.SZ,2021-07-09,dividend,3.0,1.0
002304.SZ,2022-06-22,dividend,3.0,1.0
002304.SZ,2023-06-21,dividend,3.7399999999999998,1.0
002304.SZ,2024-06-26,dividend,4.66,1.0
002304.SZ,2025-01-27,dividend,2.33,1.0
002304.SZ,2025-06-27,dividend,2.317,1.0
002311.SZ,2010-06-10,dividend,0.2,1.0
002311.SZ,2010-06-10,split,0.3,0.7692307692307692
002311.SZ,2011-06-03,dividend,0.2,1.0
002311.SZ,2011-06-03,split,1.0,0.5
002311.SZ,2012-05-18,dividend,0.15,1.0
002311.SZ,2012-05-18,split,0.3,0.7692307692307692
002311.SZ,2013-05-20,dividend,0.15,1.0
002311.SZ,2013-05-20,split,0.3,0.7692307692307692
002311.SZ,2014-05-21,dividend,0.12,1.0
002311.SZ,2014-09-24,dividend,0.1,1.0
002311.SZ,2015-06-26,dividend,0.15,1.0
002311.SZ,2015-06-26,split,0.4,0.7142857142857143
002311.SZ,2015-08-21,dividend,0.065,1.0
002311.SZ,2016-05-23,dividend,0.25,1.0
002311.SZ,2017-06-30,dividend,0.3,1.0
002311.SZ,2018-06-28,dividend,0.25,1.0
002311.SZ,2019-06-27,dividend,0.3,1.0
002311.SZ,2020-05-20,dividend,0.35,1.0
002311.SZ,2021-07-09,dividend,0.32,1.0
002311.SZ,2022-07-07,dividend,0.15,1.0
002311.SZ,2023-07-07,dividend,0.45,1.0
002311.SZ,2024-07-04,dividend,0.5,1.0
002311.SZ,2025-06-27,dividend,1.1,1.0
002311.SZ,2025-09-25,dividend,0.2,1.0
002312.SZ,2010-05-20,dividend,0.3,1.0
002312.SZ,2010-05-20,split,1.0,0.5
002312.SZ,2011-05-11,split,0.5,0.6666666666666666
002312.SZ,2012-07-13,dividend,0.09544,1.0
002312.SZ,2013-07-08,dividend,0.1010777,1.0
002312.SZ,2013-07-08,split,1.010777,0.4973201901553479
002312.SZ,2014-04-25,dividend,0.08,1.0
002312.SZ,2015-06-02,dividend,0.1,1.0
002312.SZ,2015-06-02,split,0.75,0.5714285714285714
002312.SZ,2016-07-18,dividend,0.05,1.0
002312.SZ,2016-07-18,split,0.5,0.6666666666666666
002312.SZ,2023-06-28,dividend,0.22000000000000003,1.0
002312.SZ,2024-05-24,dividend,0.09,1.0
002312.SZ,2025-06-18,dividend,0.141,1.0
002335.SZ,2010-05-07,dividend,0.3,1.0
002335.SZ,2011-04-14,dividend,0.8,1.0
002335.SZ,2011-04-14,split,1.0,0.5
002335.SZ,2012-05-30,dividend,0.15,1.0
002335.SZ,2012-05-30,split,0.4,0.7142857142857143
002335.SZ,2013-05-29,dividend,0.15,1.0
002335.SZ,2014-06-12,dividend,0.15,1.0
002335.SZ,2015-05-18,dividend,0.1,1.0
002335.SZ,2016-09-29,dividend,0.3,1.0
002335.SZ,2017-06-08,dividend,0.3,1.0
002335.SZ,2018-05-16,dividend,1.0,1.0
002335.SZ,2019-05-31,dividend,1.0,1.0
002335.SZ,2020-06-02,dividend,0.6,1.0
002335.SZ,2020-09-28,split,0.7,0.5882352941176471
002335.SZ,2021-06-02,dividend,0.3,1.0
002335.SZ,2022-06-02,dividend,0.09,1.0
002335.SZ,2023-05-31,dividend,0.05,1.0
002335.SZ,2024-05-31,dividend,0.12,1.0
002335.SZ,2025-05-30,dividend,0.1,1.0
002335.SZ,2026-05-29,dividend,0.5,1.0078628715206794
002335.SZ,2026-05-29,split,0.45,0.6896551724137931
002340.SZ,2010-06-21,dividend,0.3,1.0
002340.SZ,2010-06-21,split,0.3,0.7692307692307692
002340.SZ,2011-05-26,dividend,0.1,1.0
002340.SZ,2011-05-26,split,1.0,0.5
002340.SZ,2012-05-29,dividend,0.2,1.0
002340.SZ,2012-05-29,split,1.0,0.5
002340.SZ,2013-06-21,dividend,0.05,1.0
002340.SZ,2013-06-21,split,0.3,0.7692307692307692
002340.SZ,2015-01-26,dividend,0.05500000000000001,1.0
002340.SZ,2015-05-15,dividend,0.01,1.0
002340.SZ,2015-05-15,split,0.3,0.7692307692307692
002340.SZ,2016-06-01,dividend,0.02,1.0
002340.SZ,2016-06-01,split,1.0,0.5
002340.SZ,2017-05-19,dividend,0.01,1.0
002340.SZ,2017-05-19,split,0.3,0.7692307692307692
002340.SZ,2018-05-29,dividend,0.026000000000000002,1.0
002340.SZ,2019-05-15,dividend,0.03,1.0
002340.SZ,2020-06-12,dividend,0.03,1.0
002340.SZ,2021-06-18,dividend,0.015,1.0
002340.SZ,2022-06-17,dividend,0.028999999999999998,1.0
002340.SZ,2023-07-14,dividend,0.05,1.0
002340.SZ,2024-07-04,dividend,0.08,1.0
002340.SZ,2025-07-04,dividend,0.066,1.0
002352.SZ,2010-07-06,dividend,0.45,1.0
002352.SZ,2010-10-21,dividend,0.2,1.0
002352.SZ,2011-05-25,dividend,0.5,1.0
002352.SZ,2012-05-24,dividend,0.45,1.0
002352.SZ,2012-09-27,dividend,0.25,1.0
002352.SZ,2013-06-20,dividend,0.1,1.0
002352.SZ,2013-11-14,dividend,0.25,1.0
002352.SZ,2014-05-22,dividend,0.1,1.0
002352.SZ,2014-10-14,dividend,0.3,1.0
002352.SZ,2015-07-16,split,0.5,0.6666666666666666
002352.SZ,2015-09-30,dividend,0.3,1.0
002352.SZ,2016-05-26,dividend,0.13999999999999999,1.0
002352.SZ,2016-05-26,split,1.0,0.5
002352.SZ,2017-04-17,dividend,0.1,1.0
002352.SZ,2018-04-16,dividend,0.22000000000000003,1.0
002352.SZ,2019-04-18,dividend,0.21000000000000002,1.0
002352.SZ,2020-04-24,dividend,0.27,1.0
002352.SZ,2021-04-20,dividend,0.32999999999999996,1.0
002352.SZ,2022-06-15,dividend,0.18,1.0
002352.SZ,2023-05-12,dividend,0.25,1.0
002352.SZ,2024-05-14,dividend,0.6,1.0
002352.SZ,2024-11-07,dividend,0.4,1.0
002352.SZ,2025-07-17,dividend,0.44000000000000006,1.0
002352.SZ,2025-09-16,dividend,0.45999999999999996,1.0
002352.SZ,2026-05-19,dividend,0.43,1.0123350545037293
002353.SZ,2010-06-11,dividend,0.6,1.0
002353.SZ,2011-04-21,dividend,0.8,1.0
002353.SZ,2011-04-21,split,1.0,0.5
002353.SZ,2012-04-17,dividend,0.3,1.0
002353.SZ,2012-04-17,split,1.0,0.5
002353.SZ,2013-05-28,dividend,0.25,1.0
002353.SZ,2013-05-28,split,0.3,0.7692307692307692
002353.SZ,2014-06-09,dividend,0.25,1.0
002353.SZ,2014-06-09,split,0.5,0.6666666666666666
002353.SZ,2015-05-28,dividend,0.2,1.0
002353.SZ,2016-05-20,dividend,0.03,1.0
002353.SZ,2017-06-09,dividend,0.03,1.0
002353.SZ,2018-05-11,dividend,0.12,1.0
002353.SZ,2019-06-13,dividend,0.12,1.0
002353.SZ,2020-07-03,dividend,0.16,1.0
002353.SZ,2021-06-30,dividend,0.18,1.0
002353.SZ,2022-05-17,dividend,0.18,1.0
002353.SZ,2023-06-15,dividend,0.33083830000000003,1.0
002353.SZ,2024-06-19,dividend,0.49000000000000005,1.0
002353.SZ,2024-10-18,dividend,0.12,1.0
002353.SZ,2025-05-23,dividend,0.6900000000000001,1.0
002353.SZ,2025-09-24,dividend,0.15,1.0
002371.SZ,2011-07-01,dividend,0.1,1.0
002371.SZ,2011-07-01,split,0.3,0.7692307692307692
002371.SZ,2012-03-27,dividend,0.1,1.0
002371.SZ,2012-03-27,split,0.8,0.5555555555555556
002371.SZ,2013-05-10,dividend,0.1,1.0
002371.SZ,2013-05-10,split,1.0,0.5
002371.SZ,2014-07-04,dividend,0.1,1.0
002371.SZ,2016-06-22,dividend,0.03,1.0
002371.SZ,2017-06-13,dividend,0.022,1.0
