symbol,date,open,high,low,close,volume,amount
600582.SH,2026-04-20,5.71,5.73,5.69,5.7,188100,0
600582.SH,2026-04-21,5.69,5.72,5.69,5.71,147312,0
600582.SH,2026-04-22,5.7,5.72,5.69,5.7,136765,0
600582.SH,2026-04-23,5.7,5.76,5.68,5.75,305167,0
600582.SH,2026-04-24,5.75,5.76,5.69,5.7,193030,0
600582.SH,2026-04-27,5.69,5.71,5.69,5.7,170249,0
600582.SH,2026-04-28,5.7,5.81,5.65,5.74,391113,0
600582.SH,2026-04-29,5.7,5.76,5.69,5.74,308037,0
600582.SH,2026-04-30,5.7,5.71,5.61,5.69,462285,0
600582.SH,2026-05-06,5.69,5.71,5.65,5.68,372381,0
600582.SH,2026-05-07,5.67,5.69,5.65,5.67,237555,0
600582.SH,2026-05-08,5.67,5.69,5.66,5.67,193228,0
600582.SH,2026-05-11,5.67,5.68,5.65,5.65,275321,0
600582.SH,2026-05-12,5.65,5.66,5.6,5.62,309534,0
600582.SH,2026-05-13,5.61,5.63,5.59,5.61,241604,0
600582.SH,2026-05-14,5.62,5.62,5.5,5.51,305112,0
600582.SH,2026-05-15,5.52,5.55,5.5,5.51,233668,0
600582.SH,2026-05-18,5.5,5.51,5.38,5.43,274652,0
600582.SH,2026-05-19,5.41,5.44,5.4,5.43,174705,0
600582.SH,2026-05-20,5.41,5.5,5.35,5.46,259001,0
600582.SH,2026-05-21,5.44,5.5,5.39,5.4,145975,0
600582.SH,2026-05-22,5.4,5.43,5.36,5.38,141178,0
