symbol,date,open,high,low,close,volume,amount
000301.SZ,2026-04-20,12.18,12.45,12.06,12.37,267219,0
000301.SZ,2026-04-21,12.5,12.72,12.37,12.67,281337,0
000301.SZ,2026-04-22,12.7,13.05,12.64,12.92,337600,0
000301.SZ,2026-04-23,12.93,12.95,12.39,12.47,294884,0
000301.SZ,2026-04-24,12.43,12.61,12.21,12.45,200099,0
000301.SZ,2026-04-27,12.45,12.83,12.27,12.76,235452,0
000301.SZ,2026-04-28,12.76,13.1,12.76,13.06,320275,0
000301.SZ,2026-04-29,12.73,13.28,12.52,13.26,490126,0
000301.SZ,2026-04-30,13.15,13.48,13.0,13.27,380749,0
000301.SZ,2026-05-06,13.29,13.43,13.13,13.35,334637,0
000301.SZ,2026-05-07,13.28,13.28,12.7,12.84,379844,0
000301.SZ,2026-05-08,12.82,13.03,12.72,12.85,235618,0
000301.SZ,2026-05-11,12.85,13.08,12.76,12.94,241400,0
000301.SZ,2026-05-12,12.88,13.12,12.87,12.95,180417,0
000301.SZ,2026-05-13,12.89,13.05,12.66,12.83,236539,0
000301.SZ,2026-05-14,12.81,13.47,12.72,13.06,358289,0
000301.SZ,2026-05-15,13.12,13.28,12.96,13.02,309970,0
000301.SZ,2026-05-18,12.9,12.94,12.4,12.56,321411,0
000301.SZ,2026-05-19,12.55,12.72,12.46,12.62,164479,0
000301.SZ,2026-05-20,12.58,12.9,12.54,12.72,172605,0
000301.SZ,2026-05-21,12.68,12.87,12.42,12.52,275278,0
000301.SZ,2026-05-22,12.45,12.62,12.33,12.39,260454,0
