symbol,date,open,high,low,close,volume,amount
603179.SH,2026-04-20,47.414,47.414,44.657,45.607,163295,0
603179.SH,2026-04-21,45.379,46.893,45.15,45.521,152729,0
603179.SH,2026-04-22,45.207,46.329,44.821,45.786,121292,0
603179.SH,2026-04-23,45.743,45.743,43.429,44.079,179083,0
603179.SH,2026-04-24,44.071,45.493,43.393,43.479,139639,0
603179.SH,2026-04-27,43.479,44.75,43.214,43.614,160288,0
603179.SH,2026-04-28,43.607,43.714,40.471,41.5,240722,0
603179.SH,2026-04-29,41.214,41.279,40.157,40.764,185276,0
603179.SH,2026-04-30,41.9,44.829,41.9,43.643,321288,0
603179.SH,2026-05-06,43.657,45.807,43.65,44.579,296049,0
603179.SH,2026-05-07,45.293,49.057,44.386,49.057,367489,0
603179.SH,2026-05-08,48.45,51.893,48.2,50.607,514944,0
603179.SH,2026-05-11,50.643,51.214,48.829,50.643,299962,0
603179.SH,2026-05-12,50.893,52.793,50.5,51.357,335133,0
603179.SH,2026-05-13,50.586,51.286,49.543,51.007,262216,0
603179.SH,2026-05-14,51.014,52.393,50.0,50.357,257689,0
603179.SH,2026-05-15,50.364,54.772,49.771,52.864,392156,0
603179.SH,2026-05-18,52.607,56.336,52.4,55.257,305466,0
603179.SH,2026-05-19,55.364,58.05,53.357,57.514,296474,0
603179.SH,2026-05-20,57.0,58.32,55.88,57.38,340306,0
603179.SH,2026-05-21,60.5,63.12,59.57,61.94,725517,0
603179.SH,2026-05-22,60.82,64.98,60.2,61.1,618720,0
