symbol,date,open,high,low,close,volume,amount
688065.SH,2026-04-20,47.55,48.25,47.47,47.82,3544264,0
688065.SH,2026-04-21,47.77,49.17,47.77,48.18,4534442,0
688065.SH,2026-04-22,48.0,49.66,48.0,49.34,5766949,0
688065.SH,2026-04-23,49.3,49.96,48.82,49.17,4833360,0
688065.SH,2026-04-24,49.0,49.8,46.96,47.42,6708494,0
688065.SH,2026-04-27,47.41,47.49,46.42,46.99,4597254,0
688065.SH,2026-04-28,47.0,47.6,46.1,46.55,4471174,0
688065.SH,2026-04-29,46.98,48.29,46.67,47.74,4975841,0
688065.SH,2026-04-30,48.88,49.96,47.95,48.11,7969556,0
688065.SH,2026-05-06,48.52,49.44,48.33,48.63,6413297,0
688065.SH,2026-05-07,48.65,48.89,47.45,47.87,6695596,0
688065.SH,2026-05-08,47.76,48.59,47.39,47.6,5704884,0
688065.SH,2026-05-11,47.6,48.08,47.08,47.8,5988706,0
688065.SH,2026-05-12,47.79,47.88,46.78,46.82,5027677,0
688065.SH,2026-05-13,47.08,47.3,46.5,47.15,4151691,0
688065.SH,2026-05-14,47.15,48.14,46.1,47.0,8872902,0
688065.SH,2026-05-15,47.1,47.43,45.83,45.88,7794607,0
688065.SH,2026-05-18,45.66,45.99,44.4,44.89,6923483,0
688065.SH,2026-05-19,44.73,44.97,43.7,44.32,5308277,0
688065.SH,2026-05-20,43.97,45.42,43.61,45.11,5768587,0
688065.SH,2026-05-21,44.9,46.07,43.21,43.29,7457876,0
688065.SH,2026-05-22,43.75,43.85,42.94,43.46,4619191,0
