symbol,date,open,high,low,close,volume,amount
688082.SH,2026-04-20,157.25,159.4,154.53,156.76,3805234,0
688082.SH,2026-04-21,156.99,157.0,153.23,155.8,2784531,0
688082.SH,2026-04-22,155.8,161.0,154.92,161.0,5104117,0
688082.SH,2026-04-23,161.78,162.18,155.0,156.44,3980003,0
688082.SH,2026-04-24,156.14,160.9,154.58,157.98,4387494,0
688082.SH,2026-04-27,160.99,167.35,155.64,166.1,7803691,0
688082.SH,2026-04-28,151.3,152.32,144.6,146.6,11062851,0
688082.SH,2026-04-29,145.0,149.97,142.58,149.01,5280362,0
688082.SH,2026-04-30,149.05,157.0,148.0,154.11,5955683,0
688082.SH,2026-05-06,157.22,163.5,155.88,157.2,6428766,0
688082.SH,2026-05-07,158.7,160.37,156.31,160.35,5743701,0
688082.SH,2026-05-08,158.73,164.0,155.68,160.21,7059299,0
688082.SH,2026-05-11,162.21,167.94,161.09,166.23,8511552,0
688082.SH,2026-05-12,167.0,175.3,162.8,174.42,12099459,0
688082.SH,2026-05-13,169.28,184.6,167.6,180.88,10914392,0
688082.SH,2026-05-14,180.12,181.72,174.8,175.1,8126389,0
688082.SH,2026-05-15,175.8,184.2,166.58,175.2,12080479,0
688082.SH,2026-05-18,182.25,190.0,177.3,185.18,13960633,0
688082.SH,2026-05-19,182.98,199.97,179.3,196.8,15365221,0
688082.SH,2026-05-20,194.0,214.73,193.05,210.68,16983979,0
688082.SH,2026-05-21,217.0,225.04,211.01,212.72,21780578,0
688082.SH,2026-05-22,212.5,217.68,204.58,213.17,12720432,0
