symbol,date,open,high,low,close,volume,amount
000625.SZ,2026-04-20,10.06,10.13,10.02,10.04,718587,0
000625.SZ,2026-04-21,10.02,10.03,9.95,9.96,568242,0
000625.SZ,2026-04-22,9.97,10.19,9.9,10.0,1153271,0
000625.SZ,2026-04-23,9.96,10.14,9.96,10.01,839671,0
000625.SZ,2026-04-24,9.98,9.99,9.9,9.91,677515,0
000625.SZ,2026-04-27,9.89,9.91,9.82,9.83,605358,0
000625.SZ,2026-04-28,9.7,9.82,9.66,9.73,659547,0
000625.SZ,2026-04-29,9.69,9.71,9.65,9.69,618756,0
000625.SZ,2026-04-30,9.68,9.68,9.52,9.53,808476,0
000625.SZ,2026-05-06,9.55,9.59,9.43,9.45,910651,0
000625.SZ,2026-05-07,9.43,9.49,9.35,9.36,888611,0
000625.SZ,2026-05-08,9.35,9.38,9.26,9.29,902048,0
000625.SZ,2026-05-11,9.26,9.3,9.17,9.3,990196,0
000625.SZ,2026-05-12,9.3,9.3,9.16,9.17,743662,0
000625.SZ,2026-05-13,9.15,9.16,9.07,9.09,746257,0
000625.SZ,2026-05-14,9.09,9.11,8.9,8.9,1036061,0
000625.SZ,2026-05-15,8.87,9.01,8.76,8.87,1016582,0
000625.SZ,2026-05-18,8.83,8.83,8.58,8.61,1034528,0
000625.SZ,2026-05-19,8.56,8.86,8.55,8.62,1162724,0
000625.SZ,2026-05-20,8.58,8.58,8.35,8.48,1135810,0
000625.SZ,2026-05-21,8.45,8.64,8.37,8.47,1072172,0
000625.SZ,2026-05-22,8.43,8.49,8.3,8.44,743470,0
