symbol,date,open,high,low,close,volume,amount
601225.SH,2026-04-20,24.76,25.07,24.22,24.52,416738,0
601225.SH,2026-04-21,24.52,25.7,24.52,25.5,548420,0
601225.SH,2026-04-22,25.69,25.95,25.31,25.48,462175,0
601225.SH,2026-04-23,25.39,26.43,25.34,26.12,526809,0
601225.SH,2026-04-24,26.02,26.83,25.9,26.3,495334,0
601225.SH,2026-04-27,25.16,25.77,24.78,25.38,707703,0
601225.SH,2026-04-28,25.1,26.15,25.1,26.01,549097,0
601225.SH,2026-04-29,25.76,26.7,25.7,26.13,537329,0
601225.SH,2026-04-30,26.12,26.5,25.73,26.13,394779,0
601225.SH,2026-05-06,25.87,26.0,24.99,25.9,574161,0
601225.SH,2026-05-07,25.45,25.48,24.0,24.08,756902,0
601225.SH,2026-05-08,24.08,24.27,23.76,23.83,415029,0
601225.SH,2026-05-11,24.1,24.57,23.73,23.83,519162,0
601225.SH,2026-05-12,23.9,24.11,23.73,23.79,389266,0
601225.SH,2026-05-13,23.85,23.98,23.36,23.45,536864,0
601225.SH,2026-05-14,23.43,23.84,23.28,23.34,389623,0
601225.SH,2026-05-15,23.42,24.08,23.14,23.86,480345,0
601225.SH,2026-05-18,23.97,24.64,23.86,24.39,658002,0
601225.SH,2026-05-19,24.26,24.75,24.18,24.39,351375,0
601225.SH,2026-05-20,24.36,24.63,24.13,24.17,321084,0
601225.SH,2026-05-21,23.95,24.07,23.42,23.42,414008,0
601225.SH,2026-05-22,23.54,23.65,22.82,23.32,473945,0
