symbol,date,open,high,low,close,volume,amount
603650.SH,2026-04-20,53.99,54.42,52.79,53.87,146511,0
603650.SH,2026-04-21,54.65,55.0,53.78,54.27,125563,0
603650.SH,2026-04-22,55.03,56.19,54.8,55.39,161821,0
603650.SH,2026-04-23,57.0,58.56,55.66,55.67,210199,0
603650.SH,2026-04-24,54.85,56.15,54.26,55.41,138832,0
603650.SH,2026-04-27,55.5,57.27,55.5,56.17,170652,0
603650.SH,2026-04-28,55.46,56.38,54.6,54.98,118446,0
603650.SH,2026-04-29,54.08,55.1,53.4,54.8,114560,0
603650.SH,2026-04-30,53.48,54.38,52.84,53.96,152478,0
603650.SH,2026-05-06,54.93,56.88,54.93,56.14,179208,0
603650.SH,2026-05-07,56.6,57.4,55.68,57.02,150441,0
603650.SH,2026-05-08,56.1,56.58,55.37,55.58,127693,0
603650.SH,2026-05-11,56.02,57.87,55.2,57.35,215946,0
603650.SH,2026-05-12,57.36,57.38,55.7,56.86,153692,0
603650.SH,2026-05-13,56.0,58.68,55.5,58.54,227198,0
603650.SH,2026-05-14,58.99,59.1,56.6,56.62,171956,0
603650.SH,2026-05-15,56.66,59.5,56.5,57.58,236213,0
603650.SH,2026-05-18,57.92,60.97,57.2,60.02,282641,0
603650.SH,2026-05-19,58.91,60.46,58.45,60.46,214629,0
603650.SH,2026-05-20,59.94,63.3,59.9,62.88,278486,0
603650.SH,2026-05-21,64.17,64.4,56.68,57.56,356173,0
603650.SH,2026-05-22,57.02,59.59,57.02,58.84,207173,0
