symbol,date,open,high,low,close,volume,amount
688019.SH,2026-04-20,245.03,248.6,240.5,246.29,4103841,0
688019.SH,2026-04-21,248.0,248.58,241.01,245.41,2838137,0
688019.SH,2026-04-22,245.0,249.68,243.62,248.81,3473584,0
688019.SH,2026-04-23,250.7,252.48,240.05,244.77,3824836,0
688019.SH,2026-04-24,244.77,249.49,241.6,246.12,3881421,0
688019.SH,2026-04-27,249.24,260.0,246.33,256.2,5302488,0
688019.SH,2026-04-28,254.2,264.4,246.81,257.9,5627156,0
688019.SH,2026-04-29,246.5,249.0,230.13,244.94,11563303,0
688019.SH,2026-04-30,243.5,254.98,241.8,250.2,6732631,0
688019.SH,2026-05-06,260.0,271.63,255.2,259.85,7375133,0
688019.SH,2026-05-07,262.99,266.99,257.33,266.01,5416976,0
688019.SH,2026-05-08,261.62,261.68,252.26,256.0,4763526,0
688019.SH,2026-05-11,260.86,276.88,260.86,270.2,6877253,0
688019.SH,2026-05-12,270.1,274.34,263.44,271.5,5913653,0
688019.SH,2026-05-13,269.0,290.13,268.03,287.0,7776460,0
688019.SH,2026-05-14,289.99,290.0,270.34,271.0,7513495,0
688019.SH,2026-05-15,269.0,290.05,259.19,276.8,8732618,0
688019.SH,2026-05-18,283.82,303.88,283.65,288.56,8522691,0
688019.SH,2026-05-19,286.0,305.88,278.1,304.0,8508888,0
688019.SH,2026-05-20,303.0,330.44,302.1,323.84,9833255,0
688019.SH,2026-05-21,328.0,344.2,303.77,304.79,11844201,0
688019.SH,2026-05-22,309.0,314.8,296.08,311.19,8423517,0
