symbol,date,open,high,low,close,volume,amount
530060.SH,2026-02-10,1.008,1.01,1.005,1.009,151734600,152943416
530060.SH,2026-02-11,1.008,1.015,1.008,1.014,38038300,38458721
530060.SH,2026-02-12,1.014,1.014,1.009,1.011,10505400,10615444
530060.SH,2026-02-13,1.011,1.011,1.0,1.002,7506900,7549656
530060.SH,2026-02-24,1.005,1.013,1.005,1.01,10672600,10783418
530060.SH,2026-02-25,1.015,1.023,1.012,1.016,18297500,18629636
530060.SH,2026-02-26,1.016,1.02,1.012,1.015,17472000,17727268
530060.SH,2026-02-27,1.015,1.022,1.013,1.022,12261100,12491546
530060.SH,2026-03-02,1.021,1.028,1.01,1.026,18768900,19148599
530060.SH,2026-03-03,1.025,1.028,1.012,1.015,20170500,20569232
530060.SH,2026-03-04,1.008,1.008,0.993,0.998,8781700,8776453
530060.SH,2026-03-05,1.0,1.006,0.998,1.003,5540200,5552626
530060.SH,2026-03-06,1.002,1.009,0.999,1.008,2551700,2564118
530060.SH,2026-03-09,1.007,1.007,0.993,1.0,3799200,3795700
530060.SH,2026-03-10,1.002,1.005,1.0,1.005,3703600,3713646
530060.SH,2026-03-11,1.005,1.009,1.004,1.009,4150000,4177038
530060.SH,2026-03-12,1.008,1.012,1.002,1.008,6594400,6653509
530060.SH,2026-03-13,1.007,1.01,1.0,1.004,5672600,5710724
530060.SH,2026-03-16,1.004,1.004,0.991,0.999,7071400,7039467
530060.SH,2026-03-17,0.999,1.006,0.994,0.998,6107700,6109770
530060.SH,2026-03-18,0.995,0.995,0.985,0.995,8165300,8079790
530060.SH,2026-03-19,0.995,0.995,0.979,0.983,8305200,8169879
530060.SH,2026-03-20,0.98,0.983,0.971,0.976,8964000,8750678
530060.SH,2026-03-23,0.968,0.979,0.93,0.944,88343000,83284985
530060.SH,2026-03-24,0.946,0.951,0.93,0.95,48602500,45689624
530060.SH,2026-03-25,0.95,0.961,0.945,0.961,39561600,37817367
530060.SH,2026-03-26,0.96,0.964,0.951,0.954,19973300,19117098
530060.SH,2026-03-27,0.948,0.961,0.947,0.957,10233400,9769794
530060.SH,2026-03-30,0.948,0.961,0.948,0.961,14314200,13698701
530060.SH,2026-03-31,0.958,0.967,0.954,0.957,17160300,16478296
530060.SH,2026-04-01,0.961,0.968,0.96,0.967,17618200,16979662
530060.SH,2026-04-02,0.961,0.968,0.956,0.961,12624500,12143654
530060.SH,2026-04-03,0.961,0.962,0.95,0.953,25238600,24086029
530060.SH,2026-04-07,0.951,0.957,0.95,0.954,10896700,10392850
530060.SH,2026-04-08,0.96,0.979,0.96,0.979,33069800,32105125
530060.SH,2026-04-09,0.97,0.975,0.966,0.973,20578500,19997595
530060.SH,2026-04-10,0.975,0.982,0.973,0.977,14731500,14413072
530060.SH,2026-04-13,0.972,0.98,0.972,0.978,12128500,11847837
530060.SH,2026-04-14,0.982,0.99,0.98,0.99,22972900,22578156
530060.SH,2026-04-15,0.99,0.993,0.986,0.988,16913300,16737135
530060.SH,2026-04-16,0.987,0.995,0.987,0.994,20256700,20072760
530060.SH,2026-04-17,0.988,0.994,0.988,0.993,18047300,17881252
530060.SH,2026-04-20,0.995,1.001,0.993,1.001,16009700,15983527
530060.SH,2026-04-21,1.001,1.003,0.995,1.002,23496300,23465993
530060.SH,2026-04-22,1.001,1.007,1.0,1.007,22435400,22516346
530060.SH,2026-04-23,1.006,1.01,1.0,1.006,27463200,27607666
530060.SH,2026-04-24,1.004,1.005,0.998,1.003,14817200,14819109
530060.SH,2026-04-27,1.003,1.006,1.001,1.004,13697200,13750861
530060.SH,2026-04-28,1.005,1.005,1.0,1.003,22056700,22114518
530060.SH,2026-04-29,1.001,1.01,0.999,1.008,17251900,17326737
530060.SH,2026-04-30,1.008,1.012,1.007,1.011,23457200,23680177
530060.SH,2026-05-06,1.014,1.027,1.014,1.025,29425300,30069096
530060.SH,2026-05-07,1.03,1.03,1.024,1.029,16216600,16643375
530060.SH,2026-05-08,1.028,1.029,1.022,1.029,18640300,19134473
530060.SH,2026-05-11,1.031,1.041,1.029,1.039,24294200,25153547
530060.SH,2026-05-12,1.039,1.041,1.034,1.037,28292600,29330335
530060.SH,2026-05-13,1.03,1.047,1.029,1.046,25097900,26087173
530060.SH,2026-05-14,1.046,1.048,1.032,1.038,26712400,27714711
530060.SH,2026-05-15,1.033,1.033,1.014,1.02,45255400,46276407
530060.SH,2026-05-18,1.006,1.02,1.006,1.019,30169500,30661528
530060.SH,2026-05-19,1.014,1.027,1.013,1.026,29083300,29589577
530060.SH,2026-05-20,1.02,1.024,1.017,1.024,21547000,21983345
530060.SH,2026-05-21,1.029,1.032,1.004,1.008,61975100,63172076
530060.SH,2026-05-22,1.009,1.014,1.003,1.013,31593700,31875633
