symbol,date,open,high,low,close,volume,amount
600707.SH,2026-04-20,8.27,8.57,8.08,8.57,1107222,0
600707.SH,2026-04-21,8.68,8.93,8.18,8.45,2839316,0
600707.SH,2026-04-22,8.41,9.17,8.36,8.86,2381613,0
600707.SH,2026-04-23,8.68,8.88,8.29,8.53,1631914,0
600707.SH,2026-04-24,8.4,8.5,7.99,8.07,1223736,0
600707.SH,2026-04-27,8.05,8.88,8.01,8.88,1733130,0
600707.SH,2026-04-28,8.91,9.04,8.44,8.66,1503994,0
600707.SH,2026-04-29,8.5,9.1,8.5,8.8,1458082,0
600707.SH,2026-04-30,8.28,8.45,8.01,8.09,1557798,0
600707.SH,2026-05-06,8.23,8.46,8.12,8.22,1207629,0
600707.SH,2026-05-07,8.42,9.04,8.41,9.04,1527635,0
600707.SH,2026-05-08,8.96,9.04,8.56,8.88,2133496,0
600707.SH,2026-05-11,9.03,9.44,8.87,9.15,2217608,0
600707.SH,2026-05-12,9.31,9.83,9.11,9.5,2054861,0
600707.SH,2026-05-13,9.22,10.45,9.2,10.45,1054847,0
600707.SH,2026-05-14,10.52,11.18,10.11,10.77,2991052,0
600707.SH,2026-05-15,10.69,11.72,10.64,10.69,2550174,0
600707.SH,2026-05-18,10.26,10.97,10.26,10.87,1756205,0
600707.SH,2026-05-19,10.77,10.77,9.82,10.35,1637962,0
600707.SH,2026-05-20,10.25,10.64,10.05,10.39,1548063,0
600707.SH,2026-05-21,11.43,11.43,11.3,11.42,1931377,0
600707.SH,2026-05-22,10.93,11.43,10.57,11.1,2684439,0
