symbol,date,open,high,low,close,volume,amount
588320.SH,2023-01-06,1.006,1.026,1.006,1.019,134788829,137148126
588320.SH,2023-01-09,1.014,1.033,1.014,1.025,46883858,48015718
588320.SH,2023-01-10,1.025,1.037,1.025,1.036,35535100,36671740
588320.SH,2023-01-11,1.025,1.036,1.021,1.022,11036500,11349379
588320.SH,2023-01-12,1.022,1.029,1.02,1.021,6870900,7041737
588320.SH,2023-01-13,1.022,1.025,1.017,1.022,2661100,2713658
588320.SH,2023-01-16,1.022,1.05,1.022,1.039,3156600,3279890
588320.SH,2023-01-17,1.033,1.043,1.033,1.039,1374600,1428169
588320.SH,2023-01-18,1.04,1.043,1.038,1.04,1044900,1086584
588320.SH,2023-01-19,1.03,1.049,1.03,1.048,4061500,4223662
588320.SH,2023-01-20,1.052,1.059,1.052,1.059,2970800,3137189
588320.SH,2023-01-30,1.069,1.15,1.067,1.069,2248000,2412408
588320.SH,2023-01-31,1.06,1.065,1.04,1.048,405100,428827
588320.SH,2023-02-01,1.059,1.059,1.045,1.058,1034900,1091292
588320.SH,2023-02-02,1.063,1.068,1.057,1.059,460700,489724
588320.SH,2023-02-03,1.057,1.059,1.042,1.053,433600,453886
588320.SH,2023-02-06,1.063,1.063,1.035,1.037,1988700,2077184
588320.SH,2023-02-07,1.041,1.041,1.028,1.032,637600,658912
588320.SH,2023-02-08,1.039,1.039,1.031,1.031,2765000,2860017
588320.SH,2023-02-09,1.035,1.046,1.027,1.044,1144300,1187994
588320.SH,2023-02-10,1.044,1.044,1.032,1.032,213200,221128
588320.SH,2023-02-13,1.044,1.044,1.033,1.038,353500,366785
588320.SH,2023-02-14,1.038,1.039,1.032,1.033,352700,365470
588320.SH,2023-02-15,1.034,1.034,1.03,1.03,50200,51797
588320.SH,2023-02-16,1.028,1.037,1.02,1.02,352200,361932
588320.SH,2023-02-17,1.02,1.02,1.001,1.001,1859700,1876487
588320.SH,2023-02-20,1.001,1.007,0.991,1.007,460400,458786
588320.SH,2023-02-21,1.007,1.007,0.999,1.004,663900,665224
588320.SH,2023-02-22,1.007,1.007,0.995,0.997,187300,186969
588320.SH,2023-02-23,1.001,1.003,0.999,0.999,868000,868819
588320.SH,2023-02-24,0.999,1.0,0.993,0.994,571300,568627
588320.SH,2023-02-27,0.992,0.998,0.987,0.989,613700,607348
588320.SH,2023-02-28,0.998,0.998,0.988,0.995,772400,766133
588320.SH,2023-03-01,0.992,0.997,0.989,0.997,1145100,1135672
588320.SH,2023-03-02,0.996,0.997,0.989,0.99,283000,280969
588320.SH,2023-03-03,0.993,0.994,0.986,0.99,1273300,1260528
588320.SH,2023-03-06,0.99,0.998,0.983,0.996,648900,641460
588320.SH,2023-03-07,0.99,0.994,0.984,0.984,1409300,1393746
588320.SH,2023-03-08,0.984,0.984,0.977,0.983,1623400,1592534
588320.SH,2023-03-09,0.981,0.987,0.978,0.983,1556200,1529077
