symbol,date,open,high,low,close,volume,amount
600143.SH,2026-04-20,17.3,17.36,17.01,17.12,540712,0
600143.SH,2026-04-21,17.17,17.22,16.82,17.0,486952,0
600143.SH,2026-04-22,17.02,17.3,17.02,17.2,538637,0
600143.SH,2026-04-23,17.23,17.26,16.72,16.86,527153,0
600143.SH,2026-04-24,16.93,16.93,16.59,16.71,351617,0
600143.SH,2026-04-27,16.72,17.05,16.58,16.95,375495,0
600143.SH,2026-04-28,16.95,16.97,16.52,16.61,352051,0
600143.SH,2026-04-29,16.5,17.06,16.5,17.04,460993,0
600143.SH,2026-04-30,17.03,17.31,16.95,17.15,447418,0
600143.SH,2026-05-06,17.17,17.48,17.16,17.36,573534,0
600143.SH,2026-05-07,17.48,17.92,17.42,17.73,693135,0
600143.SH,2026-05-08,17.75,18.39,17.63,18.07,1070148,0
600143.SH,2026-05-11,18.07,18.07,17.71,17.75,818837,0
600143.SH,2026-05-12,17.78,17.89,17.47,17.62,537437,0
600143.SH,2026-05-13,17.57,17.73,17.41,17.63,423606,0
600143.SH,2026-05-14,17.68,17.71,17.13,17.13,530914,0
600143.SH,2026-05-15,17.13,18.0,17.06,17.51,895135,0
600143.SH,2026-05-18,17.55,17.72,17.24,17.43,585378,0
600143.SH,2026-05-19,17.95,18.18,17.67,17.79,809902,0
600143.SH,2026-05-20,17.51,17.69,17.2,17.37,596817,0
600143.SH,2026-05-21,17.4,18.02,17.37,17.54,1048883,0
600143.SH,2026-05-22,17.54,17.75,17.35,17.7,575118,0
