symbol,date,open,high,low,close,volume,amount
159158.SZ,2026-01-27,0.999,1.0,0.982,0.992,65085291,64454051
159158.SZ,2026-01-28,0.991,0.994,0.984,0.989,41005755,40551683
159158.SZ,2026-01-29,0.988,0.99,0.981,0.988,44007793,43304661
159158.SZ,2026-01-30,0.987,0.989,0.972,0.984,36309257,35657447
159158.SZ,2026-02-02,0.98,0.992,0.971,0.971,34793898,34184806
159158.SZ,2026-02-03,0.977,0.98,0.97,0.976,26457905,25777209
159158.SZ,2026-02-04,0.976,0.991,0.974,0.991,37800201,37259401
159158.SZ,2026-02-05,0.99,0.991,0.976,0.98,19793727,19406821
159158.SZ,2026-02-06,0.981,0.987,0.974,0.983,24387014,23968767
159158.SZ,2026-02-09,0.985,0.993,0.983,0.988,23322631,23087550
159158.SZ,2026-02-10,0.988,0.99,0.981,0.984,27785495,27342418
159158.SZ,2026-02-11,0.982,0.989,0.982,0.986,20997316,20718229
159158.SZ,2026-02-12,0.99,0.996,0.987,0.992,31493716,31251434
159158.SZ,2026-02-13,0.995,0.995,0.981,0.985,24080700,23730209
159158.SZ,2026-02-24,0.982,1.002,0.982,1.0,57509008,57350227
159158.SZ,2026-02-25,0.999,1.013,0.999,1.004,138019666,139236390
159158.SZ,2026-02-26,1.004,1.018,1.004,1.015,121491947,123296053
159158.SZ,2026-02-27,1.016,1.047,1.015,1.041,226936472,234842867
159158.SZ,2026-03-02,1.041,1.062,1.034,1.054,174735593,184232945
159158.SZ,2026-03-03,1.054,1.064,1.044,1.046,132327361,139535909
159158.SZ,2026-03-04,1.034,1.061,1.034,1.056,65098645,68494166
159158.SZ,2026-03-05,1.057,1.077,1.057,1.072,87807740,93968111
159158.SZ,2026-03-06,1.072,1.088,1.068,1.085,51954967,56205218
159158.SZ,2026-03-09,1.085,1.106,1.084,1.096,67824062,74488905
159158.SZ,2026-03-10,1.097,1.108,1.082,1.098,82411400,90284044
159158.SZ,2026-03-11,1.096,1.131,1.083,1.125,105896683,117797510
159158.SZ,2026-03-12,1.128,1.158,1.125,1.151,291855214,336155059
159158.SZ,2026-03-13,1.153,1.156,1.126,1.127,281590088,319680619
159158.SZ,2026-03-16,1.123,1.127,1.094,1.096,303269745,333539498
159158.SZ,2026-03-17,1.095,1.113,1.086,1.09,37132581,40865444
159158.SZ,2026-03-18,1.088,1.109,1.083,1.092,45745961,49839938
159158.SZ,2026-03-19,1.09,1.105,1.077,1.091,28416392,31194667
159158.SZ,2026-03-20,1.086,1.117,1.086,1.094,29307302,32253077
159158.SZ,2026-03-23,1.087,1.103,1.067,1.07,39551033,42921940
159158.SZ,2026-03-24,1.075,1.116,1.071,1.116,53717757,58765705
159158.SZ,2026-03-25,1.111,1.156,1.104,1.149,60836808,69205421
159158.SZ,2026-03-26,1.144,1.151,1.12,1.138,61154610,69331313
159158.SZ,2026-03-27,1.123,1.135,1.114,1.127,40304904,45278613
159158.SZ,2026-03-30,1.114,1.124,1.079,1.088,47329279,51514787
159158.SZ,2026-03-31,1.084,1.087,1.057,1.058,40150160,42992734
159158.SZ,2026-04-01,1.058,1.067,1.05,1.055,28981261,30606270
159158.SZ,2026-04-02,1.056,1.059,1.04,1.044,24354415,25490114
